11;1;img/z5/11to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке B2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=D1-B1;=С1+В1,=А1-1,=D1-1;    Из диаграммы видно, что значения в ячейках попарно равны, A2 = D2, следовательно, B2 = C2 = 4. 
12;1;img/z5/12to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке D2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=D1–2;=С1+B1,=D1*2,=B1/C1;    Из диаграммы видно, что значения в трёх ячейках равны, а сумма этих трёх ячеек равна значению в четвёртой ячейке. Поскольку, A2 = C2 = 3, следовательно, D2 = 3. 
13;4;img/z5/13to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке С2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=В1*4;=В1+1,=D1-A1,=В1/С1;    Из диаграммы видно, что значения в двух ячейках равны, а сумма этих двух ячеек равна значению в третьей ячейке. Значение в четвёртой ячейке в два раза больше значения в третьей ячейке. Поскольку, A2 = B2 = 4, следовательно, C2 = 16. 
14;3;img/z5/14to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке A2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=D1-C1+1;=D1-A1,=В1/С1,=В1*4;    Из диаграммы видно, что значения в ячейках попарно равны, следовательно, А2 = 4. 
15;2;img/z5/15to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке D2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=D1/A1;=С1+1,=D1-1,=С1+В1;    Из диаграммы видно, что значения в ячейках попарно равны, следовательно, D2 = 4. 
16;2;img/z5/16to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке A2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=D1-C1+1;=C1*D1,=D1-A1,=В1/С1;    Из диаграммы видно, что значения в двух ячейках равны, а значения в остальных ячейках больше, следовательно, A2 = 4. 
17;2;img/z5/17to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке А2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;= В1-А1;= А1 + D1,= А1-1,=C1*D1;    Из диаграммы видно, что значения в двух ячейках равны, а самое маленькое значение в три раза меньше значения в равных ячейках С2 =. D2 = 3, следовательно, A2 = 1. 
18;3;img/z5/18to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке D2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;= С1*3;= А1 + 2,= В1 + 2,= D1 + 2;    Из диаграммы видно, что значения в трёх ячейках равны, а значение в четвёртой ячейке в три раза больше. Заметим, что A2 =. B2 = C2 = 3, следовательно, D2 = 9. 
19;4;img/z5/19to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке D2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;= C1 + 1;= С1 - 2,= А1 + 1,= D1*2;    Из диаграммы видно, что значения во всех ячейках равны, следовательно, D2 = 4. 
20;4;img/z5/20to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке D2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;= B1 + D1;= В1 - 2,= А1 + 1,= (В1 + D1)*2;    Из диаграммы видно, что значения в трёх ячейках равны, а значение в четвёртой ячейке в три раза больше. Заметим, что A2 =. B2 = C2 = 3, следовательно, D2 = 9. 
21;2;img/z5/21to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке D2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;= А1 - 1;= А1 + С1,= D1/2,= D1*6;    Из диаграммы видно, что значения во трёх ячейках равны, B2 = C2 = 4 следовательно, D2 = 4. 
22;4;img/z5/22to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке D2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;= D1 - С1;= А1 + 2,= А1*2,= С1 - В1;    Из диаграммы видно, что значения в трёх ячейках равны, следовательно, D2 = 1. 
23;1;img/z5/23to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке D2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;= 2*(А1 + B1);= А1 - B1,= D1*2,= D1+C1;    Из диаграммы видно, что значения в трёх ячейках равны, а значение в четвёртой в три раза больше, чем сумма значений в первых трёх ячейках A2 = B2 = C2 = 2 следовательно, D2 = 18. 
24;1;img/z5/24to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул может быть записана в ячейке D2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;= A1;= A1*4,= D1*2,= D1 + 3;    Из диаграммы видно, что значения в двух ячейках равны и меньше значений во всех других ячейках. Следовательно, D2 = 2. 
25;2;img/z5/25to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул может быть записана в ячейке D2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;= С1 - А1;= А1 + 2,= D1*2,= D1 + 1;    Из диаграммы видно, что значения в трёх ячейках равны, а значение в четвёртой в три раза больше, чем сумма значений в первых трёх ячейках A2 = B2 = C2 = 1 следовательно, D2 = 9. 
26;2;img/z5/26to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул может быть записана в ячейке D2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;= D1 - С1;= 2*А1 + 2,= D1*2,= D1 + 1;    Из диаграммы видно, что значения в трёх ячейках равны, а значение в четвёртой в три раза больше, чем сумма значений в первых трёх ячейках  B2 = C2 = 1 следовательно, D2 = 1. 
27;1;img/z5/27to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул может быть записана в ячейке D2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;= 3*А1;= А1,= D1*2,= D1 + 1;    Из диаграммы видно, что значения в трёх ячейках равны, а значение в четвёртой в два раза больше, чем сумма значений в первых трёх ячейках  A2 = C2 = 3 следовательно, D2 = 3. 
28;3;img/z5/28to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке D2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=D1-B1;=D1+1,=А1+С1,=A1*D1;    Из диаграммы видно, что значения в двух ячейках равны, а значение в четвёртой равно половине значения в третьей ячейке, C2 = 4, следовательно, D2 = 2. 
29;1;img/z5/29to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке B2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=D1-A1;=А1*2,=В1+С1,=D1-C1;    Из диаграммы видно, что значения в ячейках попарно равны A2 = C2 = 7, следовательно, B2 = 2. 
30;2;img/z5/30to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке B2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=В1*7+С1;=В1*2,=A1+D1,=В1*6+1;    Из диаграммы видно, что значения в ячейках попарно равны A2 = D2 = 4, следовательно, B2 = 15. 
31;4;img/z5/31to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке A2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=А1 + С1 + 2*В1;=(С 1 - А 1 )/2,= А1 - D1,=(С1 + В1)/3;    Из диаграммы видно, что значения в двух ячейках равны, а сумма значений в третьей и четвёртой ячейках равна сумме значений в первой и второй. Поскольку B2 = C2 = 9, следовательно, A2 = 9 + 9 − 2 = 16. 
32;3;img/z5/32to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке C2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=A1+D1+1;=В1-1,=C1-D1+A1,=D1*2+B1;    Из диаграммы видно, что значения в двух ячейках равны, а сумма значений в третьей и четвёртой ячейках равна значению в первой. Поскольку A2 + D2 = B2, следовательно, C2 = 7. 
33;4;img/z5/33to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке A2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=(C1-2*D1)/2;=(С1-В1) *2,=D1*4,=B1-D1;    Из диаграммы видно, что значения в трёх ячейках равны. Поскольку C2 = D2, следовательно, A2 = 3. 
34;3;img/z5/34to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке В2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=В1+С2;=B1-D1,=2*(B1-D1),=А2*С2+В1;    Из диаграммы видно, что сумма значений в трёх ячейках равна значению в четвёртой. Следовательно, B2 = 5. 
35;3;img/z5/35to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке A2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=(D1+5)/C1;=С1-D1,=2*А1-С1,=А1+В2;    Из диаграммы видно, что значения в ячейках попарно равны. Поскольку C2 = D2, следовательно, A2 = 2. 
36;3;img/z5/36to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке А2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=D1-C1+1;=D1-А1,=В1/C1,=B1*4;    Из диаграммы видно, что значения в ячейках попарно равны. Поскольку C2 = D2, A2 = B2 = 3.   Найденному значению A2 соответствует формула, указанная под номером 3. 
37;2;img/z5/37to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке C2, чтобы построенная после выполнения вычислений круговая диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=(А1+В1)/3;=С1 + 1,=B1*D1,=А1-В1;    Из диаграммы видно, что значения в трёх ячейках равны, а в четвёртой в три раза больше. Поскольку A2 = B2 ≠ D2, C2 = 3. 
38;3;img/z5/38to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке A2, чтобы построенная после выполнения вычислений круговая диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=A1*B1+2;=(A1-C1)/2,=C1*2,=D1/2;    Из диаграммы видно, что значения в двух ячейках равны, а сумма значений в этих двух ячейках равна наибольшему значению среди всех ячеек. Поскольку B2 + D2 ≠ 6, A2 = B2 + D2 = 8. 
39;3;img/z5/39to_in_one.png;Дан фрагмент электронной таблицы;Какое из перечисленных ниже чисел должно быть записано в ячейке A1, чтобы построенная после выполнения вычислений круговая диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;6;0,2,4;    Из диаграммы видно, что значения в ячейках попарно равны. Поскольку B2 = C2 ≠ D2, A2 = 8. Следовательно, A1 = 6. 
40;4;img/z5/40to_in_one.png;Дан фрагмент электронной таблицы;Какое из перечисленных ниже чисел должно быть записано в ячейке A1, чтобы построенная после выполнения вычислений круговая диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;4;1,2,3;    Из диаграммы видно, что значения в ячейках попарно равны. Поскольку B2 = D2 ≠ C2, A2 = 8. Следовательно, A1 = 4. 
41;3;img/z5/41to_in_one.png;Дан фрагмент электронной таблицы;Какая формула может быть записана в ячейке D2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=С1/2;=C1+A1,=A1*2,=C1–D1;    Из диаграммы видно, что сумма значений в трех ячейках равна значению в третьей, а именно, A2=B2+C2+D2, откуда получаем, что D2 = 2. 
42;2;img/z5/42to_in_one.png;Дан фрагмент электронной таблицы;Какая формула может быть записана в ячейке C2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=A2/C1;=C1+A1,=С1*A2,=C1+D1;    Из диаграммы видно, что значения в трёх ячейках равны, а значение в четвёртой более чем в два раза меньше, значения в любой из этих ячеек. Имеем: A2 = B2 = D2 = 8. Значение в ячейке C2&lt.8/2 = 4. Полученному условию соответствует только формула под номером 2. 
43;3;img/z5/43to_in_one.png;Дан фрагмент электронной таблицы, в первой строке которой записаны числа, а во второй — формулы;Какая из перечисленных ниже формул должна быть записана в ячейке D2, чтобы построенная после выполнения вычислений круговая диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=A1*2;=B1/2,=(A1+B1)*2,=A1+C1+1;    Из диаграммы видно, что сумма значений в двух ячейках равна сумме значений в двух других, а именно, A2+D2=B2+C2, откуда получаем, что D2 = 4. 
44;2;img/z5/44to_in_one.png;Дан фрагмент электронной таблицы;Какая из перечисленных ниже формул должна быть записана в ячейке D2, чтобы построенная;=D1/4;=A1+C1,=D1+2,=C1*5;    Из диаграммы видно, что сумма значений в ячейках попарно равны, а именно, A2=D2, B2=C2, откуда получаем, что D2 =&amp.nbsp2. 
45;2;img/z5/45to_in_one.png;Дан фрагмент электронной таблицы, в первой строке которой записаны числа, а во второй — формулы;Какое из перечисленных ниже чисел должно быть записано в ячейке A1, чтобы построенная после выполнения вычислений круговая диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;5;1,7,8;    Из диаграммы видно, что значения в трёх ячейках равны между собой, а значение в четвёртой меньше. Вычисляя значения в ячейках B2, C2 и D2. Получаем, что значения C2 = D2 = 8, B2 = 3. Следовательно, A2=C2 = D2 = 8, то есть значение в ячейке A1 должно быть равно пяти. 
46;2;img/z5/46to_in_one.png;Дан фрагмент электронной таблицы, в первой строке которой записаны числа, а во второй — формулы;Какое из перечисленных ниже чисел должно быть записано в ячейке A1, чтобы построенная после выполнения вычислений круговая диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;15;9,3,18;    Из диаграммы видно, что значения в трёх ячейках равны между собой, а значение в четвёртой меньше. Вычисляя значения в ячейках B2, C2 и D2. Получаем, что значения C2 = D2 = 9, B2 = 2. Следовательно, A2=C2 = D2 = 9, то есть значение в ячейке A1 должно быть равно 15. 
47;4;img/z5/47to_in_one.png;Дан фрагмент электронной таблицы;Какое из перечисленных ниже чисел должно быть записано в ячейке B1, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;14;6,2,12 ;    Из диаграммы видно, что значения в ячейках равны, следовательно, в ячейке B2 после выполнения вычислений должно быть значение 12. Следовательно, в ячейке B1 должно быть записано число 12 + 2 = 14. 
48;4;img/z5/48to_in_one.png;Дан фрагмент электронной таблицы;Какое из перечисленных ниже чисел должно быть записано в ячейке B1, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;18;1,6,12 ;    Из диаграммы видно, что значения в ячейках равны, следовательно, в ячейке B2 после выполнения вычислений должно быть значение 3. Следовательно, в ячейке B1 должно быть записано число 18. 
49;2;img/z5/49to_in_one.png;Дан фрагмент электронной таблицы;Какая из перечисленных ниже формул должна быть записана в ячейке A2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку? ;=A1–1 ;=A1–2,=С1+D1,=В1–D1;      Из диаграммы видно, что значения в двух ячейках равны, а значения в двух оставшихся относятся как 1 к 3. Следовательно, в ячейке А2 значение в три раза больше чем в С1, т. е. 3. Формула 2 удовлетворяет этому условию. 
50;2;img/z5/50to_in_one.png;Дан фрагмент электронной таблицы;Какая из перечисленных ниже формул должна быть записана в ячейке B2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку? ;=D1–B1 ;=A1–1,=С1+B1,=D1–1;      Из диаграммы видно, что значения в ячейках попарно равны. Следовательно, в ячейке B2 значение 4. Формула 2 удовлетворяет этому условию. 
51;3;img/z5/51to_in_one.png;Дан фрагмент электронной таблицы;Какая из перечисленных ниже формул должна быть записана в ячейке A2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку? ;=D1 – C1 ;=B1/C1,=D1*2,=B1 – A1;      Из диаграммы видно, что значения в трёх ячейках равны, а значение в четвёртой — сумма значений в первых трёх. Следовательно, в ячейке A2 значение 3. Формула 3 удовлетворяет этому условию. 
52;3;img/z5/52to_in_one.png;Дан фрагмент электронной таблицы;Какая из перечисленных ниже формул должна быть записана в ячейке С2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку? ;=С1–D1 ;=D1+1,=A1–2,=A1–1;    Из диаграммы видно, что значения в ячейках попарно равны. Следовательно, в ячейке C2 значение 1. Формула 3 удовлетворяет этому условию. 
53;2;img/z5/53to_in_one.png;Дан фрагмент электронной таблицы;После выполнения вычислений была построена диаграмма по значениям диапазона ячеек B1:B4. Укажите адрес ячейки, соответствующий выделенной области на диаграмме. ;B2;B1,B3,B4;    Из диаграммы видно, что две ячейки равны между собой, а значение в одной превосходит значения во всех других. Следовательно, выделенной области на диаграмме соответствует ячейка В2. 
54;2;img/z5/54to_in_one.png;Дан фрагмент электронной таблицы;Какая из формул, приведённых ниже, может быть записана в ячейке C2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;=C1–B1;=D1–1,=A1–1,=C1+1;    Из диаграммы видно, что две ячейки попарно равны между собой. Следовательно, в ячейке C2 записано значение 2, что соответствует формуле «=C1–B1». 
55;2;img/z5/55to_in_one.png;Дан фрагмент электронной таблицы;Какая формула может быть записана в ячейке D2, чтобы построенная после выполнения вычислений диаграмма по значениям диапазона ячеек A2:D2 соответствовала рисунку?;= A1 – 4;= A1 – 2,= D1 * 2,= D1 + 1;    Из диаграммы видно, что значения в трёх ячейках равны, а значение в четвёртой ячейке в три раза больше. Заметим, что B2 = C2 = 2, а А2 = 6 ,следовательно, D2 = 2.   Найденному значению D2 соответствует формула, указанная под номером 2. 
